id,Conspiracy_gpt4o_mini,Sensationalism_gpt4o_mini,Hate_Speech_gpt4o_mini,Speculation_gpt4o_mini,Satire_gpt4o_mini,Conspiracy_gpt4o,Sensationalism_gpt4o,Hate_Speech_gpt4o,Speculation_gpt4o,Satire_gpt4o,Conspiracy_gemini_2.0_flash,Sensationalism_gemini_2.0_flash,Hate_Speech_gemini_2.0_flash,Speculation_gemini_2.0_flash,Satire_gemini_2.0_flash,Conspiracy_gemini_2.5_pro,Sensationalism_gemini_2.5_pro,Hate_Speech_gemini_2.5_pro,Speculation_gemini_2.5_pro,Satire_gemini_2.5_pro,Conspiracy_llama3.1_8B,Sensationalism_llama3.1_8B,Hate_Speech_llama3.1_8B,Speculation_llama3.1_8B,Satire_llama3.1_8B,Conspiracy_llama3.3,Sensationalism_llama3.3,Hate_Speech_llama3.3,Speculation_llama3.3,Satire_llama3.3
1847023259696468198,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847023572209877194,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1847023566664909166,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847023532833747032,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847025659605914021,1,0,0,1,0,1,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1847025657504567374,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847025657462809008,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847025649879519233,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1847025635140755829,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847025574512152667,0,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1847025568396579306,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1847025568208113857,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847025554328793322,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847025539808477310,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847025781396197835,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847025733564354753,1,0,0,1,0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1847025704409735676,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1847027221736968453,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847027151758901451,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1847027051334664343,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1847027044669858036,1,0,1,1,0,1,1,0,1,0,1.0,0.0,1.0,1.0,0.0,1,1,0,1,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1847027040731779543,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1847026978265653700,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847026870648238309,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847026848880021837,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1847026826608013705,1,1,0,1,0,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1847026788779602410,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847027275197567376,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847027262438232163,0,1,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1847028304970502333,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847028296325726250,1,1,1,1,0,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1847028287509291370,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1847028277858521544,0,1,0,1,0,0,1,0,1,1,1.0,1.0,,1.0,,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1847028257981358461,0,1,0,1,0,0,0,1,1,0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1847028240864436471,1,1,0,1,0,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1847028233860170171,1,1,0,1,0,1,1,0,1,0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1847028183943860461,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1847028134706925580,0,1,0,0,1,0,1,0,0,1,0.0,1.0,1.0,0.0,1.0,0,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1847028127584997550,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847028431495876612,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847028343847506395,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847028689273250149,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847028685808767100,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1847028657266868392,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1847028646663573617,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847028611649585322,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1847028606377381917,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847028605370380591,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1847028604829360262,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847028565474500755,0,1,0,1,0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1847028559170162779,0,1,1,1,0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1847028847503413579,1,1,0,1,0,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1847028805493518689,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1847028780726210594,0,1,0,1,0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1847028776498352207,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847028774623207860,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1847028763227295992,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847029413214347724,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1847029391832109180,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,1.0,0.0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1847029388463792257,0,1,0,1,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1847029386211369382,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847029381060829418,0,1,0,1,0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1847029328296673609,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1847029325679260072,0,1,0,0,1,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1847029294457147436,1,0,0,1,0,1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1847029289075580983,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847029261754159489,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1847029581309440225,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1847029570920501411,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847029569016185111,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847029499755745362,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847029498992054404,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847029487814217972,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1847029472484380764,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1847029464120668478,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847029430876516581,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847029683969577263,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1847029638843060297,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847029634807804172,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1847029592030101881,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847029589639389261,0,1,0,1,0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1847029581502456017,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1847030037431599148,1,0,0,1,0,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1847030019689709775,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847030018343337992,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847030017504727172,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1847030010684792928,1,0,0,1,0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847030004686684405,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847029984759804367,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1847029937234231794,0,1,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1847029923090673841,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847029910268698785,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1847035906525450419,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1847035903341940859,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847035832366256186,0,1,0,1,0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1847035829774176644,0,1,0,1,0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1847035788397367681,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1847035784378913214,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1847035782353375463,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1847035755258171896,1,1,1,1,0,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1847035736928686506,1,0,0,1,0,1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1847035734059868371,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1847036238261338510,1,0,0,1,0,1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1847036176718254269,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847036098817470603,0,1,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1847036073878196486,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847036020807672003,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847036016340680880,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1847045762792018058,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847045743305281600,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1847045720643408181,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1847045715312181602,0,1,0,1,0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
