id,word_count,hashtag,user_location_usa_state,sentiment_score,sentiment_label,Speculation,Sensation,conspiracy,hate_speech,Satire
1847028646663573617,25,[],,-0.2649,negative,0,0,0,0,0
1847028611649585322,41,['#copolitics'],,0.4767,positive,1,1,0,0,0
1847028606377381917,38,[],Kentucky,-0.3182,negative,0,0,0,0,0
1847028605370380591,17,[],Pennsylvania,0.6369,positive,0,0,0,0,0
1847028604829360262,50,[],Pennsylvania,-0.6369,negative,0,1,0,0,0
1847028565474500755,25,[],Pennsylvania,0.4939,positive,1,1,0,0,0
1847028559170162779,42,[],Virginia,0.0772,positive,0,0,0,1,0
1847028847503413579,33,[],,-0.5106,negative,1,1,1,0,0
1847028805493518689,11,[],Florida,0.0498,neutral,0,0,0,0,0
1847028780726210594,15,[],Texas,-0.3167,negative,1,1,0,0,0
1847028776498352207,41,[],California,0.3818,positive,0,0,0,0,0
1847028774623207860,31,[],,-0.8176,negative,0,1,0,0,0
1847028763227295992,5,[],,0.0,neutral,0,0,0,0,0
1847029413214347724,34,[],,-0.4767,negative,0,0,0,0,0
1847029391832109180,31,[],California,0.8502,positive,1,1,0,0,0
1847029388463792257,31,"['#bonkers', '#thursday']",Texas,-0.25,negative,1,1,0,0,0
1847029386211369382,10,[],,0.4939,positive,0,1,0,0,0
1847029381060829418,16,[],,0.4767,positive,1,1,0,0,0
1847029328296673609,25,[],Colorado,0.0,neutral,1,1,0,0,0
1847029325679260072,25,['#smartnews'],Florida,-0.4588,negative,0,0,0,0,1
1847029294457147436,32,[],,-0.3114,negative,1,1,1,0,0
1847029289075580983,16,[],Massachusetts,0.0,neutral,0,0,0,0,0
1847029261754159489,25,[],,-0.5859,negative,0,0,0,0,0
1847029581309440225,16,[],,-0.1695,negative,0,0,0,0,0
1847029570920501411,44,[],California,0.8016,positive,0,0,0,0,0
1847029569016185111,21,[],Texas,0.0,neutral,0,0,0,0,0
1847029499755745362,14,['#iowacitybookfestival'],Iowa,0.0,neutral,0,0,0,0,0
1847029498992054404,14,[],Nebraska,-0.6249,negative,0,0,0,0,0
1847029487814217972,14,[],Illinois,0.4019,positive,0,1,0,0,0
1847029472484380764,18,[],Pennsylvania,0.0,neutral,0,0,0,0,0
1847029464120668478,18,"['#msnbc', '#donaldtrump']",Georgia,0.128,positive,0,0,0,0,0
1847029430876516581,20,[],,-0.0191,neutral,0,0,0,0,0
1847029683969577263,16,"['#cnn', '#donaldtrump']",Arizona,0.0,neutral,0,0,0,0,0
1847029638843060297,35,[],,-0.3818,negative,0,1,0,0,0
1847029634807804172,10,[],Kentucky,0.4767,positive,0,0,0,0,0
1847029592030101881,20,[],New York,0.0,neutral,0,0,0,0,0
1847029589639389261,13,[],Tennessee,0.2732,positive,1,1,0,0,0
1847029581502456017,27,['#smartnews'],,-0.4588,negative,0,0,0,0,0
1847030037431599148,31,[],,0.0854,positive,1,1,1,0,0
1847030019689709775,23,[],New York,0.1724,positive,0,0,0,0,0
1847030018343337992,13,[],Kansas,-0.2263,negative,0,0,0,0,0
1847030017504727172,24,[],Colorado,0.0,neutral,1,1,0,0,0
1847030010684792928,16,[],Washington,-0.6369,negative,0,1,1,0,0
1847030004686684405,8,[],,0.0,neutral,0,0,0,0,0
1847029984759804367,15,[],,0.5719,positive,0,0,0,0,1
1847029937234231794,22,[],,0.7003,positive,0,0,0,0,0
1847029923090673841,18,[],,0.3182,positive,0,0,0,0,0
1847029910268698785,27,['#smartnews'],,-0.4588,negative,0,0,0,0,0
1847035906525450419,63,[],Arizona,-0.8629,negative,1,1,0,0,0
1847035903341940859,20,[],,-0.4641,negative,0,0,0,0,0
1847035832366256186,16,[],,0.5267,positive,1,1,0,0,0
1847035829774176644,16,[],,0.5267,positive,1,1,0,0,0
1847035788397367681,19,['#gatewaypundit'],,-0.7845,negative,0,0,0,0,0
1847035784378913214,18,[],Arkansas,0.2263,positive,1,1,0,0,0
1847035782353375463,8,[],,0.0,neutral,1,1,0,0,0
1847035755258171896,42,[],,-0.8326,negative,0,1,1,1,0
1847035736928686506,17,[],Florida,-0.7648,negative,1,1,1,0,0
1847035734059868371,11,[],Tennessee,0.4215,positive,0,0,0,0,1
1847036238261338510,25,[],,-0.4019,negative,1,1,1,0,0
1847036176718254269,42,['#markzuckerberg'],,0.4878,positive,1,1,0,0,0
1847036098817470603,21,[],,-0.1531,negative,0,0,0,1,0
1847036073878196486,16,[],Florida,0.128,positive,0,0,0,0,0
1847036020807672003,15,[],,-0.1027,negative,1,1,0,0,0
1847036016340680880,44,[],,0.34,positive,0,0,0,0,0
1847045762792018058,18,"['#trump2024', '#donaldtrump', '#republican', '#maga2024']",,0.4215,positive,0,0,0,0,0
1847045743305281600,43,['#2024'],,0.8402,positive,1,1,0,0,0
1847045720643408181,26,[],California,0.5149,positive,0,0,0,0,1
1847045715312181602,18,[],,0.5267,positive,1,1,0,0,0
1847045701852680504,14,[],,0.0,neutral,0,0,0,0,0
1847045692423823653,48,[],,0.8519,positive,0,1,0,0,0
1847045675558539537,16,[],,0.0,neutral,0,0,0,0,0
1847045637575266695,28,[],,-0.7845,negative,1,1,1,0,0
1847045637348774162,16,[],,0.1531,positive,0,0,0,0,0
1847045631778738675,15,[],California,-0.4404,negative,0,0,0,0,0
1847045622278344729,21,[],,0.802,positive,1,1,0,0,0
1847045614951190853,24,[],,-0.4819,negative,1,1,1,0,0
1847045593262117193,11,[],,-0.4767,negative,0,0,0,0,0
1847045574949790020,16,[],Illinois,0.0,neutral,0,0,0,0,0
1847045558977868183,34,[],Oklahoma,-0.431,negative,0,0,0,0,0
1847045555173659081,12,[],,-0.5859,negative,1,1,1,0,0
1847045510315889036,19,[],,-0.6249,negative,1,1,1,0,0
1847045501046128964,8,[],Illinois,-0.3089,negative,0,1,0,0,0
1847045482092126355,40,[],,0.2263,positive,1,1,0,0,0
1847045444645360057,14,[],,0.6124,positive,0,1,0,0,0
1847045425821635071,15,[],,0.0,neutral,0,0,0,0,0
1847045424433054199,41,[],,0.765,positive,1,1,1,0,0
1847045374046875767,27,[],,0.4019,positive,0,0,0,0,0
1847045357433139539,11,[],Florida,0.0,neutral,0,0,0,0,0
1847045346050166984,38,[],,-0.0258,neutral,1,1,0,0,0
1847045340861813037,17,[],,0.4019,positive,0,1,0,1,0
1847045315720863918,35,['#donaldtrump'],,-0.4588,negative,0,1,0,0,0
1847045297077416020,14,[],,-0.5413,negative,1,1,0,0,0
1847045297035473285,46,['#qldvotes'],,0.0,neutral,0,0,0,0,0
1847045250553958414,20,[],,-0.5423,negative,1,1,1,0,0
1847045241138040947,16,[],,0.0,neutral,0,1,0,0,1
1847045206446952595,43,[],,0.5267,positive,0,1,0,0,0
1847045206233043122,34,[],California,0.1901,positive,0,0,0,0,0
1847045205297701218,9,[],,0.0,neutral,0,0,0,0,0
1847045174519554081,34,[],New York,0.4588,positive,0,0,0,0,0
1847045156341772441,8,"['#qldvotes', '#qldpol']",,0.5994,positive,0,0,0,0,0
1847045109495615855,16,[],,-0.7096,negative,0,0,0,0,1
1847045052977279307,16,[],South Dakota,0.4019,positive,1,1,0,0,0
1847045047034040595,7,[],,0.6249,positive,0,0,0,0,0
1847045029182730397,20,['#googlealerts'],,0.0,neutral,0,0,0,0,0
1847045003337781659,44,[],New York,0.0,neutral,0,0,0,0,0
1847044962887557371,9,[],Florida,0.0,neutral,1,1,1,0,0
1847044956315439502,16,[],,-0.7096,negative,0,0,0,0,1
1847044938887745930,37,[],New York,-0.1779,negative,1,1,0,0,0
1847044936648339549,21,[],New York,-0.0516,negative,0,0,0,0,0
1847044921318150485,16,"['#wiunion', '#wipolitics', '#wisen']",Wisconsin,0.0,neutral,0,0,0,0,0
1847044920772550749,20,[],Maryland,0.8689,positive,1,1,1,0,0
1847044861255352797,14,[],,-0.5413,negative,0,1,0,0,0
1847044832847413563,20,[],South Carolina,0.0,neutral,0,0,0,0,0
1847044830498902047,37,[],Texas,-0.3182,negative,0,0,0,0,0
1847044823921942637,28,[],,-0.6652,negative,1,1,0,0,0
1847044819396235649,20,[],,-0.0191,neutral,0,0,0,0,0
1847044818909766099,40,[],Pennsylvania,-0.2755,negative,1,1,0,0,0
1847044781018317225,30,[],,0.8271,positive,1,1,1,0,0
1847044723715780904,34,"['#lastweektonight', '#johnoliver', '#voteblue', '#voteblueasifyourlivesdependonit', '#vote']",Pennsylvania,0.0258,neutral,0,0,0,0,0
1847044607671968157,30,[],Florida,0.8832,positive,0,0,0,0,0
1847044589263437959,27,['#smartnews'],,-0.4588,negative,0,0,0,0,0
1847044576747397277,19,['#gatewaypundit'],,-0.7845,negative,1,1,0,0,0
1847044565049766029,27,[],,0.0,neutral,0,0,0,0,0
1847044520350810145,14,[],Washington,0.0,neutral,0,0,0,0,1
1847044479699898784,44,[],,0.3182,positive,0,0,0,0,0
1847044469931086009,15,[],Washington,0.0,neutral,0,0,0,0,1
1847044418857025702,20,[],Massachusetts,0.0,neutral,0,0,0,0,0
1847044414063235352,28,[],Kansas,-0.7227,negative,0,0,0,0,0
1847044380705575294,16,[],,0.3182,positive,0,0,0,0,0
1847044289479774429,53,[],Massachusetts,-0.4215,negative,1,1,1,0,0
1847044225323487246,15,[],,-0.5267,negative,0,1,0,0,0
1847044200275083652,31,[],,-0.296,negative,0,0,0,0,0
1847044149855314408,21,[],,-0.4939,negative,0,1,0,0,0
1847043976370729166,15,[],,-0.3167,negative,1,1,0,0,0
1847043896875831587,28,['#northcarolina'],North Carolina,0.0,neutral,0,0,0,0,0
1847043885731926072,37,[],Oregon,-0.8074,negative,1,1,0,0,0
1847043879385591814,15,[],,-0.3167,negative,1,1,0,0,0
1847043774607757502,16,[],Texas,-0.7096,negative,0,0,0,0,1
1847043769050296479,25,[],,-0.4767,negative,1,1,0,0,0
1847043756677124249,16,[],,-0.1509,negative,0,0,0,0,0
1847043717372301342,52,[],,0.935,positive,0,0,0,0,0
1847043705246830990,17,[],,-0.296,negative,1,1,1,0,0
1847043665954218107,12,[],Texas,0.0,neutral,0,0,0,0,0
1847043617917219126,8,[],Kansas,0.5106,positive,0,0,0,0,0
1847043602100506965,27,[],,-0.0191,neutral,1,1,1,0,0
1847043595762540621,52,[],,0.4033,positive,0,0,0,0,0
1847043567635587268,33,[],Nebraska,-0.6369,negative,1,1,0,0,0
1847043567090315272,12,[],,0.1796,positive,0,0,0,0,1
1847043467572400236,15,[],Washington,0.0,neutral,0,0,0,0,0
1847043414732452238,15,[],,-0.3818,negative,0,0,0,0,0
1847043359984013334,44,"['#bcelxn', '#bcpoli']",,0.296,positive,0,0,0,0,0
1847043353139187789,44,['#2024election'],,0.6096,positive,1,1,0,0,0
1847043348437074363,10,[],New York,0.5106,positive,0,0,0,0,0
1847043341785223268,47,[],Missouri,-0.3637,negative,0,0,1,0,0
1847043341180891165,6,[],,0.2263,positive,0,0,0,0,0
1847043336651391482,6,[],,0.0,neutral,1,1,1,0,0
1847043302693978575,7,[],,0.0,neutral,0,0,0,0,0
1847043293684666434,44,[],Massachusetts,0.4215,positive,0,0,0,0,0
1847043256439525526,22,['#gatewaypundit'],,-0.7845,negative,1,1,0,0,0
1847043242954494353,17,[],Oklahoma,-0.3818,negative,0,0,0,0,0
1847043200843694294,9,[],,0.0,neutral,0,0,0,0,0
1847050733201641856,33,['#gatewaypundit'],South Carolina,-0.7845,negative,0,0,0,0,0
1847050725500559755,43,[],,0.3612,positive,1,1,0,0,0
1847050717728588023,17,[],Ohio,0.2023,positive,0,0,0,0,0
1847050684035903607,12,[],,-0.0314,neutral,0,0,0,0,0
1847050662158250259,12,[],Ohio,0.2023,positive,0,0,0,0,0
1847050653291405398,14,[],,0.4019,positive,0,1,0,0,0
1847050646542766229,14,[],,-0.7845,negative,0,0,0,0,0
1847050632072495229,14,[],,0.0,neutral,0,0,0,0,0
1847050593732313479,46,[],,0.0232,neutral,1,1,0,0,0
1847050549545636294,20,[],,-0.5719,negative,0,0,0,0,0
1847050546878075207,12,[],,0.0,neutral,0,1,0,0,0
1847050539064086999,17,['#couchfvcker'],,-0.0108,neutral,1,1,1,0,0
1847050539009192273,14,[],New York,0.4019,positive,0,1,0,0,0
1847050535394001382,44,[],,0.7506,positive,0,0,0,0,0
1847050529270387148,39,[],,-0.7349,negative,1,1,1,0,0
1847050520336167419,26,[],Ohio,-0.1027,negative,0,0,0,0,0
1847050505660321984,17,[],,0.0,neutral,0,0,0,0,0
1847050475558130035,15,[],,-0.5423,negative,1,1,0,0,0
1847050474861515236,16,[],,0.7579,positive,1,1,0,0,0
1847050464992329859,20,[],,0.5574,positive,0,0,0,0,0
1847050414983639274,45,[],Pennsylvania,-0.3182,negative,0,0,0,0,0
1847050403177025597,40,[],California,0.7469,positive,0,0,0,0,1
1847050398927904997,31,[],,-0.4019,negative,1,1,0,0,0
1847050393752117292,50,[],,-0.9231,negative,1,1,1,0,0
1847050313338892745,44,[],,0.3612,positive,1,1,1,0,0
1847050307810824304,19,['#gatewaypundit'],,-0.7845,negative,1,1,0,0,0
1847050296897229015,46,[],,0.3374,positive,1,1,1,0,0
1847050264106131802,29,[],,0.0,neutral,0,0,0,0,0
1847050257617637768,19,[],Washington,0.4215,positive,0,0,0,0,0
1847050234930909262,44,[],,0.34,positive,0,0,0,0,0
1847050233173496321,53,[],Maryland,0.9287,positive,0,0,0,0,0
1847050221823422919,53,[],Maryland,0.9287,positive,0,0,0,0,0
1847050207176892790,20,[],,-0.7096,negative,1,0,1,0,0
1847050200449536034,33,['#gatewaypundit'],,-0.7845,negative,0,0,0,0,0
1847050171433341058,33,"['#live', '#winningreality', '#donaldtrump', '#jdvance', '#rfkjr', '#tusligabbard', '#vivekramaswamy', '#elonmusk', '#tuckercarlson', '#maga', '#election2024', '#borderissues']",,0.1139,positive,0,0,0,0,0
1847050156614594672,13,[],,-0.8658,negative,0,1,0,0,0
1847050145965195706,38,[],,-0.8807,negative,1,1,0,0,0
1847050140458061934,28,[],New York,0.0,neutral,0,0,0,0,0
1847050068177965082,25,[],Ohio,-0.5719,negative,0,1,0,0,0
1847050067032613123,26,[],Washington,0.0,neutral,0,0,0,0,1
1847050056668795072,53,[],Maryland,0.9287,positive,0,0,0,0,0
1847050037030682960,53,[],Maryland,0.9287,positive,0,0,0,0,0
1847050028541460558,17,[],North Carolina,0.4939,positive,0,0,0,0,0
1847050021826421033,39,[],Massachusetts,0.5859,positive,1,1,0,0,0
1847050019754373330,35,[],New York,0.1531,positive,0,0,0,0,0
1847050015149003118,42,[],Ohio,0.252,positive,0,0,0,0,0
1847050007226019847,25,[],California,0.4215,positive,0,0,0,0,0
1847050000737390990,11,[],Oklahoma,0.0,neutral,0,0,0,0,0
1847049992537534518,12,[],,0.0,neutral,0,1,0,0,0
1847049978855715195,16,[],,0.3818,positive,0,0,0,0,0
1847049975894577328,15,[],,-0.2263,negative,0,0,0,0,0
1847049974527193198,28,[],New York,0.0,neutral,0,0,0,0,0
1847049962367963384,35,[],Mississippi,0.296,positive,0,0,0,0,0
1847049958710493206,34,[],Illinois,-0.2263,negative,0,0,0,0,0
1847049920345481447,52,[],,0.4635,positive,1,1,0,0,0
1847049884056408417,5,"['#buildthedome', '#rumbletakeover']",,0.0,neutral,0,0,0,0,0
1847049851135316163,36,[],,0.3724,positive,1,1,0,0,0
1847049842167607443,28,[],,0.25,positive,1,1,0,0,0
1847049785464746056,25,[],North Carolina,0.4172,positive,1,1,0,0,1
1847049761939202054,13,[],Ohio,0.0,neutral,0,0,0,0,1
1847049733400895830,38,"['#fakenewsmedia', '#demlibs']",,0.5106,positive,1,1,1,0,0
1847049701498946036,31,[],,0.4939,positive,0,1,0,0,0
1847049680540123505,20,[],Virginia,0.2247,positive,0,0,0,0,0
1847049659363029503,35,[],,-0.5283,negative,0,0,0,1,0
1847049657530331547,43,['#2024'],,0.8402,positive,1,1,0,0,0
1847049617298391195,20,[],New York,0.0,neutral,0,0,0,0,1
1847049611095298547,49,[],,0.9109,positive,0,0,0,0,0
1847049608637137086,23,['#2024election'],Texas,0.5859,positive,0,0,0,0,0
1847049595286966417,43,['#2024'],,0.8402,positive,1,1,0,0,0
1847049593793438174,45,[],California,0.3182,positive,0,1,0,0,0
1847049554996154435,12,[],,0.0,neutral,0,0,0,0,0
1847049538961563953,22,['#smartnews'],New York,0.0,neutral,1,1,0,0,0
1847049538869019060,16,[],,-0.3818,negative,1,1,0,0,0
1847049440320016636,44,['#2024'],,0.8402,positive,1,1,0,0,0
1847049420996858350,28,[],Washington,0.4404,positive,0,0,0,0,0
1847049399542992899,22,[],Tennessee,0.7506,positive,1,1,1,0,0
1847049358228816362,22,['#smartnews'],New York,0.0,neutral,1,1,0,0,0
1847049351538909326,19,"['#democrats', '#liberal', '#trump', '#2024', '#kamala', '#election', '#voting', '#debate']",,0.0,neutral,0,0,0,0,0
1847049347499803033,8,[],,0.0,neutral,0,1,0,0,0
1847049344609915327,20,['#2024election'],Texas,0.0,neutral,0,0,0,0,0
1847049310988533985,14,[],,-0.4939,negative,0,0,0,0,0
1847049289899593844,26,['#gatewaypundit'],,-0.8335,negative,1,1,1,0,0
1847049267485032531,15,[],,-0.5994,negative,1,1,0,0,0
1847049247570776464,27,[],Wisconsin,0.5106,positive,1,1,0,0,0
1847049243602686211,34,[],,0.5035,positive,0,0,1,1,0
1847049242973528505,18,[],,0.0,neutral,1,1,0,0,0
1847049204402688400,15,[],,0.0,neutral,0,0,0,0,0
1847049197951873453,16,[],,0.4767,positive,1,1,0,0,0
1847049187642212643,22,['#smartnews'],New York,0.0,neutral,1,1,0,0,0
1847049182307045887,15,['#maga'],Florida,-0.5267,negative,0,0,0,1,0
1847049171527753912,44,[],Michigan,0.5256,positive,0,0,0,0,0
1847049158815109267,44,[],,0.3612,positive,1,1,1,0,0
1847049154414907426,19,[],,-0.8176,negative,0,1,0,0,0
1847049136509800750,43,['#2024'],,0.8402,positive,0,1,0,0,0
1847049098366800346,43,['#2024'],,0.8402,positive,1,1,1,0,0
1847049094877139201,44,[],,0.6249,positive,1,1,0,0,0
1847049083162448171,8,[],North Carolina,0.5106,positive,0,0,0,0,0
1847049011620204962,45,[],,0.3612,positive,1,1,1,0,1
1847059186586370187,56,[],,-0.1603,negative,1,1,0,0,0
1847059180558983609,40,"['#trump2024', '#sinwar', '#promibb', '#illner', '#liampayne', '#flugtaxis', '#atomwaffen']",,0.7964,positive,0,0,0,1,0
1847059170601676932,20,[],,0.0,neutral,0,1,0,0,0
1847059142185222411,10,[],,0.0,neutral,1,1,0,0,0
1847059123965514058,56,[],,-0.1603,negative,1,1,0,0,0
1847059095527751742,48,[],Arkansas,0.7269,positive,0,0,0,0,0
1847059043061465550,55,[],,-0.1603,negative,1,1,0,0,0
1847059035356647697,36,[],,-0.1045,negative,0,0,0,0,0
1847059029350330515,20,[],,-0.4588,negative,0,0,0,0,0
1847059011037810879,16,"['#governmentbigtechcollusion', '#electioninterference', '#unconstitutional', '#absolutetyranny']",,-0.3612,negative,1,1,1,0,0
1847059010769326088,45,[],,0.0,neutral,0,0,0,0,0
1847058994956791934,17,[],,0.0,neutral,0,0,0,0,0
1847058969090519221,15,[],,0.0,neutral,0,0,0,0,0
1847058938862490051,36,['#gatewaypundit'],,0.0,neutral,1,1,1,0,0
1847058911821484450,23,[],,-0.25,negative,1,1,1,1,0
1847058883325624503,27,[],,-0.0258,neutral,0,1,0,0,1
1847058835078353230,32,['#votenoamendment4'],,-0.4939,negative,1,1,0,0,0
1847058793164952011,11,[],,-0.4767,negative,0,0,0,0,0
1847058776127365581,44,[],New York,-0.5632,negative,0,0,0,0,0
1847058764450435219,7,['#mozambique'],Wisconsin,0.0,neutral,0,0,0,0,0
1847058726790078650,16,[],,0.5267,positive,1,1,0,0,0
1847058660238729633,50,[],,0.8442,positive,0,0,0,0,0
1847058651510383051,16,[],North Carolina,0.0,neutral,0,0,0,0,0
1847058650118095300,9,[],,0.2732,positive,0,0,0,0,0
1847058607235289103,13,[],Virginia,-0.7506,negative,0,1,1,0,0
1847058573819293901,8,[],,-0.25,negative,0,0,0,1,0
1847058556392259730,30,"['#trump2024', '#election2024', '#teamtrump']",,0.8555,positive,0,0,0,0,0
1847058541862867104,30,[],Washington,0.0,neutral,0,0,0,0,0
1847058527300305044,6,[],Indiana,0.25,positive,0,1,0,1,0
1847058513731649689,30,[],,0.0,neutral,0,0,0,0,0
1847058513014477217,30,[],,0.0,neutral,0,0,0,0,0
1847058512993485128,30,[],New York,0.0,neutral,0,0,0,0,0
1847058487488008667,15,[],,-0.4939,negative,1,1,1,0,0
1847058477694251161,34,['#gotv'],Florida,0.2023,positive,0,0,0,0,0
1847058425244701069,41,"['#trump2024', '#sinwar', '#promibb', '#illner', '#politicalapparel']",,0.875,positive,0,0,0,1,0
1847058413949251958,12,[],,0.1531,positive,0,1,1,0,0
1847058391874883821,32,[],,0.0,neutral,1,1,1,0,0
1847058366528393233,24,[],Texas,0.0,neutral,1,1,1,0,0
1847058291194581075,52,[],,-0.4939,negative,0,1,0,0,0
1847058285767098627,17,[],,0.4927,positive,0,0,0,0,0
1847058261205258575,38,[],Washington,0.4019,positive,0,0,0,0,0
1847058250157773127,42,[],,0.1326,positive,0,0,0,0,0
1847058221728444728,10,[],New York,0.0,neutral,0,0,0,0,0
1847058221552238845,14,[],,0.2023,positive,0,0,0,0,0
1847058157442339125,8,[],,0.0,neutral,0,0,0,1,0
1847058151952257255,12,[],,0.0,neutral,0,0,0,0,0
1847058132276793822,11,['#qldpol'],,-0.1027,negative,0,0,0,0,0
1847058125485936863,17,[],,0.3818,positive,1,1,0,0,0
1847058124575740413,16,[],,0.4767,positive,1,1,0,0,0
1847058118498230750,18,[],,0.0,neutral,0,0,0,0,0
1847058116753424459,24,[],New York,0.8505,positive,1,1,0,0,0
1847058108943896722,13,[],Illinois,0.8625,positive,0,0,0,0,0
1847058089796948322,28,['#gatewaypundit'],,0.0,neutral,1,1,1,0,0
1847058069416804496,27,['#gatewaypundit'],Colorado,0.0,neutral,1,1,1,0,0
1847058049648971941,7,[],California,-0.5423,negative,0,0,0,0,0
1847058049523188019,37,[],,-0.3506,negative,0,0,1,0,1
1847058046591422675,28,['#gatewaypundit'],,0.0,neutral,1,1,1,0,0
1847058044359774468,50,[],,0.6808,positive,0,0,0,0,0
1847058040752861310,43,[],,0.1531,positive,0,0,0,0,0
1847058030539821289,36,[],,-0.1045,negative,0,0,0,0,0
1847057997853237281,15,[],,0.0,neutral,0,0,0,0,0
1847057962801811881,28,['#gatewaypundit'],,0.0,neutral,1,1,1,0,0
1847057942656569655,30,[],,0.0,neutral,1,1,1,1,0
1847057933047132530,15,[],,0.0,neutral,0,0,0,0,0
1847057920082714829,28,['#gatewaypundit'],,0.0,neutral,1,1,1,0,0
1847057857360937286,13,[],,0.25,positive,1,1,0,0,0
1847057845973328148,14,[],Massachusetts,0.2716,positive,1,1,0,0,0
1847057843775852628,28,['#gatewaypundit'],,0.0,neutral,1,1,1,0,0
1847057822330314958,15,[],,-0.3167,negative,1,1,0,0,0
1847057813987590310,27,"['#jdata', '#ballotwatch']",,0.0,neutral,1,1,1,0,0
